id,scrape_id,last_scraped,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,price,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
8.45633E+17,2.02503E+13,3/15/25,301267970,Nicole,10/9/19,within an hour,100%,100%,f,Urbandale Nations,1,1,t,t,District 20,36.16549,-86.8625,Entire home,10,3,3,6,$400.00 ,5/28/23,6/16/24,4.95,4.95,4.95,5,4.95,4.76,4.9,t,1,1,0,0,0.96
8.45664E+17,2.02503E+13,3/15/25,20541371,Colin,8/26/14,within an hour,100%,96%,f,Welch Bend,1,1,t,t,District 26,36.08188,-86.71865,Entire guest suite,4,1,0,2,$86.00 ,10/1/23,3/13/25,4.98,4.93,4.99,4.99,5,4.83,4.95,f,1,1,0,0,4.85
8.45817E+17,2.02503E+13,3/16/25,410307988,Joseph,7/1/21,within a few hours,100%,78%,t,Downtown,11,37,t,t,District 19,36.15644,-86.77499,Entire rental unit,4,,1,,,5/17/23,11/17/24,5,4.93,5,5,4.93,5,5,f,1,1,0,0,0.67
8.46278E+17,2.02503E+13,3/15/25,335747059,Colin,2/12/20,N/A,N/A,N/A,f,,1,1,t,t,District 21,36.1724,-86.80581,Entire home,6,1,2,4,$151.00 ,4/30/23,3/2/25,4.94,4.97,4.92,4.99,4.99,4.5,4.92,t,1,1,0,0,3.15
8.46312E+17,2.02503E+13,3/15/25,416033925,Amy,7/30/21,within an hour,100%,100%,t,Talbot's Corner,94,95,t,t,District 6,36.1774131,-86.754,Entire rental unit,12,2,4,8,$200.00 ,3/17/23,2/16/25,4.92,4.97,4.84,5,5,4.87,4.86,f,78,78,0,0,3.53
8.46513E+17,2.02503E+13,3/15/25,181145643,Samuel,3/28/18,within a day,100%,N/A,f,Bellevue,1,1,t,t,District 22,36.12016516,-86.92175043,Private room in home,2,1,1,1,$62.00 ,10/28/23,10/28/23,5,5,5,5,5,5,4,f,1,0,1,0,0.06
8.47036E+17,2.02503E+13,3/15/25,22342721,Cara,10/9/14,within an hour,100%,100%,t,Hermitage,5,8,t,f,District 13,36.1207112,-86.6303319,Entire condo,8,2.5,2,4,$146.00 ,3/19/23,12/1/24,4.89,5,4.89,5,4.89,4.89,4.67,t,1,1,0,0,0.37
8.47059E+17,2.02503E+13,3/16/25,335977682,Allen,2/13/20,within an hour,100%,99%,f,Madison,102,126,t,t,District 2,36.1972572,-86.8299715,Entire townhouse,12,,4,,,4/5/23,2/3/25,4.8,4.72,4.61,4.87,4.87,4.41,4.74,t,72,72,0,0,1.94
8.47116E+17,2.02503E+13,3/16/25,210538243,Jennifer,8/19/18,within an hour,100%,100%,t,Antioch,5,5,t,t,District 31,36.02411,-86.69713,Entire home,8,3,4,4,$198.00 ,,,,,,,,,,f,5,1,4,0,
8.47192E+17,2.02503E+13,3/15/25,510325186,Rob,4/16/23,within an hour,100%,100%,t,Hope Gardens,6,6,t,t,District 21,36.18144,-86.8089,Entire rental unit,4,1,2,2,$123.00 ,5/8/23,1/1/25,4.75,4.75,4.83,4.89,4.97,4.22,4.72,f,6,6,0,0,1.59
8.47696E+17,2.02503E+13,3/15/25,52775765,Cassandra & Megan,12/30/15,within an hour,100%,98%,t,Eastwood,1,2,t,t,District 6,36.18567,-86.73854,Entire guesthouse,2,1,0,1,$112.00 ,6/21/24,3/2/25,5,5,5,4.88,5,5,4.81,f,1,1,0,0,1.79
8.4773E+17,2.02503E+13,3/15/25,111817270,Ahmet,1/16/17,within a few hours,97%,15%,t,Downtown,311,311,t,t,District 15,36.21501,-86.69259,Entire rental unit,4,1,1,2,$179.00 ,3/27/24,10/7/24,4.83,4.83,5,4.33,5,5,4.83,f,14,14,0,0,0.51
8.47733E+17,2.02503E+13,3/15/25,111817270,Ahmet,1/16/17,within a few hours,97%,15%,t,Downtown,311,311,t,t,District 15,36.21543,-86.69252,Entire rental unit,4,1,1,2,$179.00 ,3/23/24,11/22/24,4.8,4.6,4.8,4.6,4.6,4.8,4.6,f,14,14,0,0,0.42
8.47736E+17,2.02503E+13,3/15/25,111817270,Ahmet,1/16/17,within a few hours,97%,15%,t,Downtown,311,311,t,t,District 15,36.21675,-86.69243,Entire rental unit,4,1,1,2,$179.00 ,8/13/24,2/23/25,4.75,4.75,4.75,5,4.75,4.5,4.5,f,14,14,0,0,0.56
8.47743E+17,2.02503E+13,3/16/25,111817270,Ahmet,1/16/17,within a few hours,97%,15%,t,Downtown,311,311,t,t,District 15,36.21677,-86.69091,Entire rental unit,6,,2,,,4/13/24,4/13/24,2,1,5,3,3,5,1,f,14,14,0,0,0.09
8.47745E+17,2.02503E+13,3/15/25,111817270,Ahmet,1/16/17,within a few hours,97%,15%,t,Downtown,311,311,t,t,District 15,36.21487,-86.69295,Entire rental unit,6,2,2,3,$209.00 ,1/10/24,3/2/25,4.73,4.73,4.67,4.93,4.87,4.8,4.93,f,14,14,0,0,1.04
8.47845E+17,2.02503E+13,3/16/25,505551697,Oscar,3/15/23,within an hour,100%,78%,t,North Nashville,1,1,t,f,District 21,36.17798,-86.81539,Entire home,6,2.5,3,3,$224.00 ,3/26/23,11/10/24,4.98,4.96,4.89,4.98,4.96,4.36,4.87,f,1,1,0,0,1.95
8.47945E+17,2.02503E+13,3/15/25,260899725,Kevin,5/9/19,within an hour,99%,100%,t,Watkins Park,57,80,t,t,District 19,36.1728633,-86.7803143,Entire condo,4,1,1,2,$120.00 ,4/24/23,3/9/25,4.61,4.61,4.34,4.82,4.82,4.37,4.53,f,56,56,0,0,1.65
8.48086E+17,2.02503E+13,3/15/25,135415836,Victoria,6/16/17,within an hour,100%,83%,t,Talbot's Corner,3,4,t,t,District 5,36.18827,-86.77092,Entire home,2,1,1,3,$69.00 ,5/7/24,12/30/24,5,4,4.33,4.67,4.67,4.67,4.33,f,3,3,0,0,0.29
8.48411E+17,2.02503E+13,3/15/25,363524491,Adam,8/20/20,within an hour,100%,100%,t,Downtown,9,11,t,t,District 19,36.15163,-86.78366,Entire rental unit,5,2,2,4,$230.00 ,5/5/23,3/12/25,4.75,4.67,4.79,4.49,4.92,4.9,4.59,t,9,9,0,0,2.69
8.48417E+17,2.02503E+13,3/16/25,354381278,Placemakr,7/7/20,within an hour,84%,100%,f,Chestnut Hill,7,7,t,t,District 17,36.14288,-86.76371,Entire rental unit,4,,2,,,5/7/23,1/29/25,4.48,4.58,4.38,4.73,4.6,4.48,4.38,t,7,6,1,0,1.76
8.48455E+17,2.02503E+13,3/15/25,355450429,Mike,7/10/20,within a few hours,100%,98%,f,Pennington Bend,283,1483,t,t,District 15,36.22025,-86.70485,Entire condo,6,2,2,3,$105.00 ,1/24/24,1/24/24,5,5,4,5,5,5,5,f,33,33,0,0,0.07
8.48455E+17,2.02503E+13,3/16/25,355450429,Mike,7/10/20,within a few hours,100%,98%,f,Pennington Bend,283,1483,t,t,District 15,36.22025,-86.70485,Entire condo,4,,1,,,1/27/24,1/27/24,3,5,3,2,5,5,5,f,33,33,0,0,0.07
8.48455E+17,2.02503E+13,3/15/25,355450429,Mike,7/10/20,within a few hours,100%,98%,f,Pennington Bend,283,1483,t,t,District 15,36.22025,-86.70485,Entire condo,6,2,2,3,$105.00 ,2/1/25,2/1/25,5,5,5,5,5,5,5,f,33,33,0,0,0.7
8.48455E+17,2.02503E+13,3/15/25,355450429,Mike,7/10/20,within a few hours,100%,98%,f,Pennington Bend,283,1483,t,t,District 15,36.22025,-86.70485,Entire condo,4,1,1,2,$76.00 ,2/15/25,2/15/25,5,5,5,5,5,5,5,f,33,33,0,0,1
8.48455E+17,2.02503E+13,3/15/25,355450429,Mike,7/10/20,within a few hours,100%,98%,f,Pennington Bend,283,1483,t,t,District 15,36.22025,-86.70485,Entire condo,4,1,1,2,$76.00 ,9/15/23,2/17/25,4.67,4.67,4.67,4.83,5,5,4.5,f,33,33,0,0,0.33
8.48455E+17,2.02503E+13,3/15/25,355450429,Mike,7/10/20,within a few hours,100%,98%,f,Pennington Bend,283,1483,t,t,District 15,36.22025,-86.70485,Entire condo,6,2,2,3,$105.00 ,9/16/23,9/16/23,5,5,5,5,5,5,4,f,33,33,0,0,0.05
8.48493E+17,2.02503E+13,3/15/25,505679321,Mary Claire,3/16/23,within an hour,100%,96%,t,Hermitage,1,1,t,f,District 12,36.1570802,-86.5706511,Entire rental unit,4,1,1,2,$99.00 ,5/7/23,1/5/25,4.83,4.8,4.93,4.97,4.9,4.87,4.73,t,1,1,0,0,1.33
8.48558E+17,2.02503E+13,3/15/25,311051245,Jessica,11/20/19,N/A,N/A,0%,f,Bellevue,1,1,t,f,District 22,36.12059852,-86.92164682,Private room in home,2,1,1,1,$75.00 ,7/8/23,7/8/23,5,5,5,5,5,5,1,f,1,0,1,0,0.05
8.48581E+17,2.02503E+13,3/15/25,31778647,Jordan,4/23/15,N/A,N/A,N/A,f,Crieve Hall,1,1,t,t,District 26,36.069,-86.75,Entire guesthouse,1,1,1,1,$67.00 ,,,,,,,,,,f,1,1,0,0,
8.48598E+17,2.02503E+13,3/15/25,92532918,Johannah,8/29/16,within an hour,100%,98%,f,Joelton,2,4,t,t,District 1,36.34497,-86.89509,Entire cabin,10,2,3,6,$297.00 ,3/19/23,3/7/25,4.88,4.9,4.81,4.94,4.81,4.97,4.84,t,1,1,0,0,7.25
8.49123E+17,2.02503E+13,3/16/25,338667310,AvantStay Nashville,2/24/20,within an hour,99%,100%,t,Talbot's Corner,244,323,t,t,District 5,36.201553,-86.7517455,Entire townhouse,16,,6,,,3/30/23,7/14/24,4.82,4.73,4.73,4.82,4.73,4.18,4.82,t,184,184,0,0,0.46
8.49221E+17,2.02503E+13,3/15/25,484163143,James,10/18/22,within an hour,100%,100%,t,North Capitol,20,23,t,t,District 21,36.1596761,-86.8064232,Entire condo,8,1,2,4,$91.00 ,3/26/23,3/1/25,4.93,4.97,4.93,4.87,4.98,4.72,4.87,t,18,18,0,0,2.5
8.49269E+17,2.02503E+13,3/15/25,505834050,Jarrett,3/17/23,within an hour,100%,100%,t,Talbot's Corner,1,1,t,t,District 5,36.1942,-86.7563,Entire home,10,3.5,3,5,$273.00 ,3/26/23,2/16/25,4.88,4.88,4.79,4.76,4.98,4.81,4.86,f,1,1,0,0,1.75
8.50075E+17,2.02503E+13,3/15/25,256270260,Hannah,4/16/19,within an hour,100%,94%,f,,1,1,t,f,District 30,36.07172776,-86.72029238,Entire home,8,2,3,5,$148.00 ,12/23/24,3/12/25,4.71,5,4.57,5,5,4.71,5,t,1,1,0,0,2.53
8.50179E+17,2.02503E+13,3/15/25,62958099,Julia,3/14/16,within an hour,96%,99%,t,Downtown,1,1,t,t,District 19,36.1536594,-86.7751858,Entire rental unit,4,1,1,1,$119.00 ,4/2/23,2/24/25,4.83,4.87,4.79,4.54,4.9,4.81,4.75,f,1,1,0,0,6.97
8.50274E+17,2.02503E+13,3/16/25,506282915,Teyonna,3/20/23,N/A,N/A,N/A,f,,1,1,t,f,District 19,36.1548886,-86.7754139,Entire rental unit,6,,1,,,3/26/23,11/27/23,4.91,4.89,4.86,4.86,5,4.97,4.86,f,1,1,0,0,1.45
8.50751E+17,2.02503E+13,3/16/25,173592,Stewart,7/19/10,within a few hours,90%,78%,t,Germantown,4,4,t,t,District 19,36.1743736,-86.7900758,Entire rental unit,2,,1,,,4/20/23,12/8/24,4.88,4.92,4.95,4.92,4.95,4.95,4.78,f,1,1,0,0,2.75
8.50762E+17,2.02503E+13,3/15/25,470954029,Pete,7/22/22,within an hour,100%,100%,t,Talbot's Corner,16,19,t,t,District 5,36.1934519,-86.7627522,Entire condo,7,2,2,3,$215.00 ,3/27/23,3/10/25,4.91,4.94,4.9,4.95,4.98,4.72,4.84,t,16,16,0,0,5.29
8.50768E+17,2.02503E+13,3/15/25,8514328,Rachel,8/29/13,within an hour,100%,98%,t,Madison,1,4,t,t,District 8,36.25823,-86.74736,Entire home,10,3.5,4,5,$366.00 ,6/25/23,2/10/25,5,4.94,4.94,5,5,5,4.88,f,1,1,0,0,1.52
8.50786E+17,2.02503E+13,3/15/25,470954029,Pete,7/22/22,within an hour,100%,100%,t,Talbot's Corner,16,19,t,t,District 5,36.1934241,-86.7631102,Entire condo,8,2,2,5,$130.00 ,3/24/23,1/2/25,4.88,4.93,4.73,4.97,4.99,4.73,4.73,t,16,16,0,0,2.78
8.50819E+17,2.02503E+13,3/15/25,305335567,Casey,10/29/19,within an hour,100%,98%,t,Watkins Park,1,2,t,t,District 21,36.15969,-86.80253,Entire home,8,2.5,2,3,$139.00 ,5/14/23,2/16/25,4.92,4.84,4.73,4.97,4.95,4.68,4.7,f,1,1,0,0,1.65
8.5092E+17,2.02503E+13,3/15/25,278077008,Grace,7/22/19,within an hour,100%,99%,t,East Nashville,4,4,t,t,District 5,36.1761203,-86.7588624,Entire townhouse,7,2.5,3,6,$207.00 ,7/20/24,3/9/25,4.75,4.8,4.8,5,4.95,4.95,4.8,f,4,3,1,0,2.51
8.51277E+17,2.02503E+13,3/15/25,33700529,Tammi,5/19/15,within an hour,100%,98%,t,Hickory Heights,8,11,t,t,District 27,36.06662,-86.72423,Entire townhouse,6,2.5,2,2,$154.00 ,4/23/23,1/10/24,4.75,5,4.75,5,5,4.75,4.75,t,6,6,0,0,0.17
8.51325E+17,2.02503E+13,3/15/25,136119162,Carissa And Ian,6/20/17,within an hour,100%,94%,t,Grandview Heights,7,7,t,f,District 14,36.18068,-86.61052,Entire home,4,1,2,2,$72.00 ,5/6/23,11/30/24,4.71,4.57,4.71,5,4.86,4.43,4.57,f,5,5,0,0,0.31
8.51352E+17,2.02503E+13,3/15/25,388056808,Grand Welcome Nashville,2/10/21,within an hour,100%,100%,f,Talbot's Corner,95,164,t,t,District 21,36.15946,-86.8068,Entire condo,8,2,2,4,$153.00 ,8/8/23,10/13/24,3.83,3.92,4.75,3.33,4,4.08,4,t,91,91,0,0,0.61
8.51353E+17,2.02503E+13,3/15/25,388056808,Grand Welcome Nashville,2/10/21,within an hour,100%,100%,f,Talbot's Corner,95,164,t,t,District 21,36.15943,-86.80685,Entire condo,4,1,1,2,$148.00 ,3/26/23,7/29/24,4.18,4.36,4.64,4.09,4.36,4.45,4.36,t,91,91,0,0,0.46
8.51354E+17,2.02503E+13,3/16/25,21521489,Callie,9/19/14,within an hour,100%,99%,f,Belmont–Hillsboro,7,16,t,t,District 18,36.12571,-86.80346,Entire home,5,,2,,,5/10/23,5/29/23,4.75,5,4.25,5,5,5,4.5,f,1,1,0,0,0.18
8.51355E+17,2.02503E+13,3/15/25,388056808,Grand Welcome Nashville,2/10/21,within an hour,100%,100%,f,Talbot's Corner,95,164,t,t,District 21,36.15946,-86.80677,Entire condo,4,1,1,3,$135.00 ,3/25/23,3/9/25,4.62,4.67,4.62,4.48,4.86,4.81,4.52,t,91,91,0,0,0.87
8.51548E+17,2.02503E+13,3/15/25,231273495,Lynn,12/18/18,within an hour,100%,100%,t,Buckroe Beach,32,36,t,f,District 21,36.1633547,-86.8091474,Entire home,12,3,4,5,,11/4/23,3/8/25,4.86,4.57,4.86,4.86,4.86,4.86,4.86,t,6,6,0,0,0.42
8.52006E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.14563,-86.79516,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52006E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.14578,-86.79502,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52006E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52007E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52007E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52007E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52007E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52007E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52007E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52008E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52008E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52008E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52008E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.14563,-86.79516,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52008E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52008E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.1456251,-86.7951583,Entire rental unit,10,,3,,,5/7/23,5/7/23,5,5,5,5,5,5,4,t,73,73,0,0,0.04
8.52008E+17,2.02503E+13,3/16/25,403137298,CozySuites Nashville,5/23/21,within an hour,100%,100%,f,Midtown,73,78,t,t,District 19,36.14578,-86.79502,Entire rental unit,10,,3,,,,,,,,,,,,t,73,73,0,0,
8.52255E+17,2.02503E+13,3/15/25,206006183,Drew,7/29/18,within an hour,100%,100%,t,Bordeaux Area,28,35,t,t,District 2,36.19702,-86.82925,Entire home,12,4.5,4,12,$233.00 ,3/26/23,1/26/25,4.85,4.91,4.91,4.94,5,4.51,4.79,t,26,26,0,0,1.96
8.52755E+17,2.02503E+13,3/15/25,21784536,Dave,9/25/14,within an hour,100%,94%,t,Whites Creek,3,4,t,t,District 3,36.25987135,-86.82910357,Entire cabin,12,3,4,7,$395.00 ,8/4/23,2/27/25,4.98,4.93,4.89,4.98,5,4.95,4.87,t,2,2,0,0,2.8
8.52931E+17,2.02503E+13,3/16/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.218749,-86.7041024,Entire resort,4,,1,,,,,,,,,,,,f,22,12,10,0,
8.52931E+17,2.02503E+13,3/15/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.218749,-86.7041024,Entire resort,4,1,1,2,$145.00 ,11/7/23,11/14/24,4.8,4.6,4.6,4.8,4.8,4.8,4.8,f,22,12,10,0,0.3
8.52931E+17,2.02503E+13,3/16/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.218749,-86.7041024,Entire resort,4,,1,,,,,,,,,,,,f,22,12,10,0,
8.52931E+17,2.02503E+13,3/15/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.218749,-86.7041024,Entire condo,4,1,1,2,$145.00 ,6/12/23,9/20/24,5,4.5,4.5,4.5,4.5,4.5,4.5,f,22,12,10,0,0.09
8.52931E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.218749,-86.7041024,Entire condo,4,,1,,,,,,,,,,,,f,14,14,0,0,
8.52931E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.218749,-86.7041024,Entire condo,4,,1,,,,,,,,,,,,f,14,14,0,0,
8.52931E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.218749,-86.7041024,Entire condo,4,,1,,,,,,,,,,,,f,14,14,0,0,
8.52931E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.218749,-86.7041024,Entire condo,4,,1,,,10/22/23,10/22/23,4,4,4,4,4,4,4,f,14,14,0,0,0.06
8.52931E+17,2.02503E+13,3/15/25,389697794,David,2/22/21,within a few hours,100%,56%,f,Downtown Austin,1197,1399,t,t,District 15,36.2179609,-86.7037337,Entire condo,4,1,1,2,$142.00 ,10/1/23,9/9/24,4.8,4.4,4.8,4.8,4.6,4.6,4.4,f,36,36,0,0,0.28
8.52932E+17,2.02503E+13,3/15/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.218749,-86.7041024,Entire resort,6,2,2,3,$181.00 ,11/13/23,2/1/25,4.88,4.75,4.75,4.88,4.75,4.88,5,f,22,12,10,0,0.49
8.52932E+17,2.02503E+13,3/15/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.218749,-86.7041024,Entire resort,6,2,2,3,$181.00 ,6/16/24,6/16/24,5,5,5,5,4,5,5,f,22,12,10,0,0.11
8.52932E+17,2.02503E+13,3/15/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.218749,-86.7041024,Entire resort,6,2,2,3,$181.00 ,12/19/24,1/25/25,4.5,5,5,5,5,4.5,5,f,22,12,10,0,0.69
8.52932E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.218749,-86.7041024,Entire condo,6,,2,,,,,,,,,,,,f,14,14,0,0,
8.52932E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.218749,-86.7041024,Entire condo,6,,2,,,,,,,,,,,,f,14,14,0,0,
8.52932E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.218749,-86.7041024,Entire condo,6,,2,,,,,,,,,,,,f,14,14,0,0,
8.52932E+17,2.02503E+13,3/15/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.218749,-86.7041024,Entire condo,6,2,2,3,$190.00 ,,,,,,,,,,f,14,14,0,0,
8.52933E+17,2.02503E+13,3/15/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.218749,-86.7041024,Entire condo,6,2,2,3,$190.00 ,,,,,,,,,,f,14,14,0,0,
8.52933E+17,2.02503E+13,3/15/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.2220845,-86.705282,Entire resort,8,3,3,6,$214.00 ,,,,,,,,,,f,22,12,10,0,
8.52933E+17,2.02503E+13,3/15/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.2220845,-86.705282,Entire resort,8,3,3,6,$214.00 ,,,,,,,,,,f,22,12,10,0,
8.52933E+17,2.02503E+13,3/16/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.2220845,-86.705282,Entire resort,8,,3,,,,,,,,,,,,f,22,12,10,0,
8.52933E+17,2.02503E+13,3/15/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.2220845,-86.705282,Entire resort,8,3,3,6,$214.00 ,,,,,,,,,,f,22,12,10,0,
8.52933E+17,2.02503E+13,3/15/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 15,36.2220845,-86.705282,Entire resort,8,3,3,6,$214.00 ,,,,,,,,,,f,22,12,10,0,
8.52933E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.2220845,-86.705282,Entire condo,8,,3,,,,,,,,,,,,f,14,14,0,0,
8.52934E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.2220845,-86.705282,Entire condo,8,,3,,,,,,,,,,,,f,14,14,0,0,
8.52934E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.2220845,-86.705282,Entire condo,8,,3,,,,,,,,,,,,f,14,14,0,0,
8.52934E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.2220845,-86.705282,Entire condo,8,,3,,,,,,,,,,,,f,14,14,0,0,
8.52934E+17,2.02503E+13,3/16/25,480237365,LiveSuites,9/19/22,within an hour,96%,44%,f,Reunion,1247,1455,t,t,District 15,36.2220845,-86.705282,Entire condo,8,,3,,,,,,,,,,,,f,14,14,0,0,
8.52934E+17,2.02503E+13,3/16/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 19,36.155507,-86.775692,Private room in resort,4,,,,,10/27/23,10/27/23,5,5,4,5,5,5,5,f,22,12,10,0,0.06
8.52935E+17,2.02503E+13,3/16/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 19,36.155507,-86.775692,Private room in resort,4,,,,,7/15/23,7/15/23,5,5,5,5,5,5,5,f,22,12,10,0,0.05
8.52935E+17,2.02503E+13,3/16/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 19,36.155507,-86.775692,Private room in resort,4,,,,,8/7/23,9/8/23,5,5,5,4.5,4,5,4.5,f,22,12,10,0,0.1
8.52935E+17,2.02503E+13,3/16/25,482174715,Suite Life,10/4/22,within an hour,100%,61%,f,Waikiki,2049,2470,t,t,District 19,36.155507,-86.775692,Private room in resort,4,,,,,,,,,,,,,,f,22,12,10,0,
